iter	Logloss
314	0.0006208944887
315	0.0006203506707
316	0.0006197781057
317	0.0006193131138
318	0.0006184999923
319	0.0006177704033
320	0.0006170404148
321	0.0006164161376
322	0.0006152895225
323	0.0006140066794
324	0.0006135856999
325	0.0006127526356
326	0.0006110721463
327	0.0006103195023
328	0.0006096832264
329	0.0006094737927
330	0.0006086984524
331	0.0006076257697
332	0.0006073330999
333	0.0006059238873
334	0.0006053627204
335	0.0006048778627
336	0.0006041868096
337	0.0006040182715
338	0.0006038326936
339	0.0006019458825
340	0.0006006452444
341	0.0005997703701
342	0.0005987921623
343	0.0005975095826
344	0.0005970031336
345	0.0005957843132
346	0.0005956432242
347	0.0005950351571
348	0.0005942836004
349	0.0005931242814
350	0.0005924128938
351	0.0005915545854
352	0.0005909322375
353	0.0005897567622
354	0.0005886437094
355	0.0005878414455
356	0.0005871317914
357	0.0005865076764
358	0.0005859065441
359	0.000585083562
360	0.0005841187001
361	0.0005836099895
362	0.0005829602028
363	0.0005824544389
364	0.0005820976104
365	0.0005816222324
366	0.0005806409851
367	0.0005803649816
368	0.0005795346992
369	0.0005789160273
370	0.0005781611348
371	0.0005773476888
372	0.0005757849662
373	0.0005749263411
374	0.0005743970049
375	0.0005736046867
376	0.0005730008618
377	0.0005728399458
378	0.0005723390714
379	0.0005718761892
380	0.0005706843055
381	0.0005701404335
382	0.0005687059584
383	0.0005682886212
384	0.0005675592099
385	0.0005669256465
386	0.000566349534
387	0.0005663016088
388	0.0005659334716
389	0.0005656041077
390	0.0005648344472
391	0.0005644338846
392	0.000563439034
393	0.0005626528645
394	0.0005625541543
395	0.0005616712796
396	0.000560731396
397	0.0005600038599
398	0.0005599166341
399	0.0005598120538
400	0.0005589714653
401	0.0005575818013
402	0.0005567621188
403	0.0005563115083
404	0.0005552233174
405	0.0005547583384
406	0.0005543704366
407	0.000554146344
408	0.0005526750178
409	0.0005521374413
410	0.0005520241977
411	0.0005513053422
412	0.0005511705952
413	0.0005510365212
414	0.0005500810091
415	0.000549546109
416	0.0005492394185
417	0.0005487544115
418	0.0005484570382
419	0.0005478309114
420	0.0005477273539
421	0.0005476237473
422	0.000547210153
423	0.0005461737032
424	0.0005452382302
425	0.0005446617545
426	0.0005440325395
427	0.0005435977684
428	0.0005431178104
429	0.0005425033784
430	0.0005416393179
431	0.0005410505782
432	0.0005401495556
433	0.0005395515992
434	0.0005391430434
435	0.0005386070923
436	0.0005378836134
437	0.0005373314416
438	0.0005373040955
439	0.0005370185916
440	0.0005366230159
441	0.0005362931137
442	0.0005351324527
443	0.0005346619741
444	0.000534191297
445	0.00053259577
446	0.0005322863747
447	0.0005321268215
448	0.0005315153312
449	0.0005310098482
450	0.0005309664617
451	0.000530269641
452	0.0005294588456
453	0.0005290946679
454	0.0005284702515
455	0.0005283028933
456	0.0005278951412
457	0.0005276527923
458	0.0005269024803
459	0.0005266160907
460	0.0005262428561
461	0.0005259228248
462	0.0005255059172
463	0.0005249862074
464	0.0005249214099
465	0.0005242744052
466	0.0005236487318
467	0.00052270635
468	0.0005225553153
469	0.0005216270497
470	0.0005210807021
471	0.0005207605369
472	0.0005201772324
473	0.0005197206457
474	0.0005194250371
475	0.0005184274867
476	0.0005184018896
477	0.0005179508335
478	0.0005175564118
479	0.0005169537079
480	0.0005157879928
481	0.0005153977828
482	0.000515378131
483	0.0005150244325
484	0.0005147395033
485	0.0005141082247
486	0.0005136471041
487	0.0005128113071
488	0.0005124271815
489	0.0005120593846
490	0.0005115139335
491	0.0005107518258
492	0.0005105923318
493	0.0005103155504
494	0.0005097511043
495	0.0005089839479
496	0.0005085986219
497	0.0005085126579
498	0.0005080974229
499	0.0005078058144
500	0.0005068037793
501	0.0005064126343
502	0.0005062136254
503	0.0005057197831
504	0.0005055286567
505	0.0005047803739
506	0.0005044967868
507	0.0005042773869
508	0.0005040572634
509	0.0005036156944
510	0.0005031931874
511	0.0005027421107
512	0.0005026556109
513	0.0005019342029
514	0.0005018241927
515	0.0005016345241
516	0.0005012142891
517	0.0005003812428
518	0.0004999090073
519	0.0004993718018
520	0.0004984312585
521	0.00049798258
522	0.0004974957031
523	0.0004971816942
524	0.0004966594651
525	0.0004963156657
526	0.0004958680542
527	0.0004953567727
528	0.0004951359431
529	0.0004942616588
530	0.0004938332736
531	0.0004936661928
532	0.0004927468091
533	0.0004918111224
534	0.000490909113
535	0.000490685146
536	0.0004902884062
537	0.000489839604
538	0.0004894598755
539	0.0004891696993
540	0.0004884408108
541	0.0004882237808
542	0.0004880641528
543	0.0004878076104
544	0.0004877167341
545	0.0004870826554
546	0.0004865805237
547	0.0004862633028
548	0.0004857990914
549	0.0004852590832
550	0.0004847786382
551	0.000484688952
552	0.000484631555
553	0.0004842505515
554	0.0004841893164
555	0.0004837922261
556	0.0004835103856
557	0.0004834634006
558	0.0004833606904
559	0.0004830558958
560	0.0004825834183
561	0.0004820360095
562	0.0004813972375
563	0.0004805400547
564	0.0004800189126
565	0.0004799826487
566	0.0004798646507
567	0.0004795147507
568	0.0004792969376
569	0.0004791738441
570	0.000479022789
571	0.0004788899611
572	0.0004781163595
573	0.0004776633122
574	0.0004769649975
575	0.0004769492431
576	0.0004764937281
577	0.0004760262993
578	0.0004752793099
579	0.0004752514177
580	0.0004746450586
581	0.0004743706496
582	0.0004740210801
583	0.0004737009922
584	0.0004729386939
585	0.0004726122279
586	0.0004716983051
587	0.0004716012802
588	0.0004712187774
589	0.0004707296697
590	0.0004701910344
591	0.0004699978292
592	0.0004699351336
593	0.0004695443028
594	0.0004694766821
595	0.0004689483144
596	0.0004683421564
597	0.0004682687552
598	0.0004676992704
599	0.000467643736
600	0.0004668295636
601	0.0004662378437
602	0.0004658543206
603	0.0004654114843
604	0.0004645016648
605	0.0004636350566
606	0.0004627510404
607	0.0004626948955
608	0.0004624473175
609	0.000462370194
610	0.0004621597993
611	0.0004614685042
612	0.0004605661244
613	0.0004601683772
614	0.0004599890847
615	0.0004599100164
616	0.0004596907324
617	0.0004589396703
618	0.0004586085084
619	0.0004581798012
620	0.0004577272639
621	0.0004574189815
622	0.0004572205574
623	0.0004569501205
624	0.000456312033
625	0.0004553525909
626	0.0004552473953
627	0.0004548522653
628	0.0004539479323
629	0.0004532886068
630	0.0004530740342
631	0.0004529339756
632	0.0004527142433
633	0.0004523640145
634	0.0004521825015
635	0.0004514654906
636	0.0004509293488
637	0.0004505144355
638	0.0004499979173
639	0.0004495138664
640	0.0004488670163
641	0.0004487666298
642	0.0004483722675
643	0.0004480985979
644	0.0004476224727
645	0.0004473805565
646	0.0004472243391
647	0.0004468209686
648	0.0004463752988
649	0.0004458746483
650	0.0004453704829
651	0.0004453142515
652	0.0004450436472
653	0.0004446944731
654	0.0004444904425
655	0.0004441664506
656	0.0004436703388
657	0.0004433153096
658	0.0004431969198
659	0.0004428419742
660	0.0004427103828
661	0.0004424727956
662	0.0004418506344
663	0.0004415782295
664	0.0004411881818
665	0.0004410492592
666	0.000440347132
667	0.0004397124725
668	0.0004391278606
669	0.0004386149526
670	0.0004385403035
671	0.0004381247516
672	0.000437982336
673	0.000437733148
674	0.0004368878619
675	0.0004367571142
676	0.0004361200179
677	0.000436061736
678	0.0004355825354
679	0.0004354192815
680	0.0004353745519
681	0.0004351830248
682	0.0004349044236
683	0.0004347000001
684	0.0004341876096
685	0.0004340974198
686	0.0004337795188
687	0.0004334974542
688	0.0004332645526
689	0.0004328526829
690	0.0004323168438
691	0.0004319404601
692	0.0004313744427
693	0.0004311478251
694	0.000430967882
695	0.0004308464718
696	0.000430724902
697	0.0004298893404
698	0.0004298580312
699	0.0004295369644
700	0.0004290574855
701	0.0004286776707
702	0.0004281953634
703	0.0004275971789
704	0.0004275186451
705	0.0004271876121
706	0.0004269187336
707	0.0004266301313
708	0.0004261775091
709	0.0004260399427
710	0.0004257595807
711	0.0004253320043
712	0.0004243446158
713	0.0004239875359
714	0.0004236341978
715	0.000423225758
716	0.0004229981898
717	0.0004229217735
718	0.00042261596
719	0.00042230823
720	0.0004218566188
721	0.0004214218554
722	0.0004213860551
723	0.0004211083438
724	0.0004206079684
725	0.0004201129527
726	0.0004195505969
727	0.0004191993801
728	0.0004187759277
729	0.0004186183141
730	0.0004181687006
731	0.0004170925596
732	0.0004170571612
733	0.0004165422567
734	0.0004161957244
735	0.000416015543
736	0.00041592639
737	0.0004156333145
738	0.0004154550805
739	0.0004154298905
740	0.0004151494474
741	0.0004149173352
742	0.0004147221954
743	0.0004144599861
744	0.000414282731
745	0.0004138123502
746	0.0004132601644
747	0.0004132344642
748	0.0004129302544
749	0.0004120616332
750	0.0004115247007
751	0.0004109812742
752	0.0004104016805
753	0.0004099684859
754	0.0004093869988
755	0.000409220744
756	0.0004090867054
757	0.0004085605042
758	0.0004083376473
759	0.0004079574848
760	0.0004076712549
761	0.0004072821036
762	0.0004067193048
763	0.0004065007627
764	0.0004058516471
765	0.0004056106531
766	0.0004053623693
767	0.0004048673922
768	0.0004045521123
769	0.0004043243007
770	0.0004037978199
771	0.0004034427251
772	0.0004030491934
773	0.0004030300027
774	0.0004028535925
775	0.000402523421
776	0.0004024698596
777	0.0004023751464
778	0.0004021758581
779	0.0004020416636
780	0.0004018565095
781	0.0004011622119
782	0.0004008143284
783	0.000400362175
784	0.0003997231647
785	0.0003991135651
786	0.0003984810112
787	0.0003982742514
788	0.0003978046512
789	0.0003974497855
790	0.0003968394827
791	0.0003964307802
792	0.0003960213589
793	0.0003957915251
794	0.0003956348298
795	0.000395111488
796	0.0003949477296
797	0.0003946493387
798	0.0003939546263
799	0.0003931943012
800	0.0003927951862
801	0.0003925769287
802	0.0003922870822
803	0.0003920262845
804	0.000391928032
805	0.0003917755394
806	0.0003914590551
807	0.0003911163556
808	0.0003909864384
809	0.0003908706219
810	0.0003908255329
811	0.0003907680021
812	0.0003903230806
813	0.0003897118814
814	0.0003896468687
815	0.0003890478498
816	0.0003890180256
817	0.0003883801088
818	0.0003881527942
819	0.0003880180357
820	0.0003877375591
821	0.0003877373904
822	0.0003872242737
823	0.0003870177032
824	0.0003869886003
825	0.0003867387323
826	0.000386625645
827	0.0003860997697
828	0.0003860316156
829	0.0003858653778
830	0.000385834455
831	0.0003855472978
832	0.0003852819406
833	0.0003847156373
834	0.0003845137461
835	0.0003840064766
836	0.0003837302182
837	0.0003833476935
838	0.0003831680184
839	0.0003827070501
840	0.0003824564363
841	0.0003823015505
842	0.0003822078561
843	0.0003820521256
844	0.0003819164976
845	0.0003819125718
846	0.0003816053044
847	0.0003814680149
848	0.0003811090897
849	0.0003809752287
850	0.0003807246755
851	0.0003805211872
852	0.0003803742895
853	0.0003801042299
854	0.0003800645026
855	0.0003797642815
856	0.0003794084396
857	0.0003792102216
858	0.0003790531618
859	0.000378775153
860	0.0003785910794
861	0.0003782688765
862	0.0003781849603
863	0.0003776907097
864	0.0003772401069
865	0.0003767626281
866	0.0003765452888
867	0.0003759202196
868	0.0003752928242
869	0.0003751934421
870	0.0003751728578
871	0.000374758103
872	0.0003744722209
873	0.0003740822362
874	0.0003738852586
875	0.0003735406658
876	0.0003731200057
877	0.0003729976012
878	0.0003727389132
879	0.0003724567712
880	0.0003723036784
881	0.000372217198
882	0.000372094769
883	0.0003711938765
884	0.0003706419946
885	0.0003703111238
886	0.0003701004679
887	0.0003696647463
888	0.000369417829
889	0.0003691097539
890	0.0003688479194
891	0.0003687616887
892	0.0003685239018
893	0.00036839421
894	0.0003681630845
895	0.000368070691
896	0.0003678767412
897	0.0003676892648
898	0.0003668819804
899	0.0003662953362
900	0.0003658601453
901	0.0003656225117
902	0.0003651967191
903	0.0003649664461
904	0.0003648022175
905	0.0003647669054
906	0.0003645604354
907	0.0003645256358
908	0.0003640581736
909	0.000363713501
910	0.0003634990907
911	0.0003632455519
912	0.0003629002443
913	0.0003628400692
914	0.0003628106791
915	0.0003627349532
916	0.000362519636
917	0.0003621961143
918	0.0003619081366
919	0.0003617746917
920	0.000361647621
921	0.0003614185781
922	0.0003611785025
923	0.0003608462923
924	0.0003606319811
925	0.0003606053794
926	0.0003600986329
927	0.0003598044743
928	0.0003594985913
929	0.0003591350216
930	0.0003590424684
931	0.0003589360193
932	0.0003585131413
933	0.0003579275017
934	0.0003577158335
935	0.0003574193192
936	0.0003572934849
937	0.0003571140454
938	0.0003569297297
939	0.0003566168441
940	0.0003564843703
941	0.0003564020847
942	0.0003561790978
943	0.0003558291419
944	0.0003557453931
945	0.0003555315856
946	0.0003553509612
947	0.0003550546118
948	0.0003549571514
949	0.0003548399684
950	0.0003547024252
951	0.0003546741711
952	0.0003545084535
953	0.0003542563612
954	0.0003538845498
955	0.0003535452699
956	0.0003534538835
957	0.0003533216403
958	0.0003533177622
959	0.0003531561559
960	0.0003528315768
961	0.0003527618141
962	0.0003526750168
963	0.0003526228232
964	0.0003524618893
965	0.0003521407774
966	0.0003519755365
967	0.0003517779805
968	0.0003515698078
969	0.0003513976492
970	0.000350988953
971	0.0003507026987
972	0.0003506552036
973	0.0003505483166
974	0.0003504518955
975	0.0003503420848
976	0.0003500413383
977	0.000349904349
978	0.0003495420118
979	0.0003493757843
980	0.0003493482141
981	0.0003491042643
982	0.0003490791966
983	0.0003488368233
984	0.0003485455935
985	0.0003483492391
986	0.0003481812059
987	0.0003481736262
988	0.000348059068
989	0.0003478847495
990	0.0003477214714
991	0.000347646517
992	0.000347616255
993	0.0003472444126
994	0.0003466634998
995	0.0003463779732
996	0.0003461450895
997	0.0003458071825
998	0.0003455430425
999	0.0003453933048
